id,menuId,userId,rating,comment
257,257,1,3,Bad
258,258,1,1,Average
259,259,1,3,Excellent
260,260,1,2,Average
261,261,1,2,Bad
262,262,1,3,Nice
263,263,1,4,Average
264,264,1,3,Excellent
265,265,1,5,Delicious
266,266,1,3,Fantastic
267,267,1,1,Fantastic
268,268,1,1,Fantastic
269,269,1,3,Poor
270,270,1,5,Poor
271,271,1,5,Excellent
272,272,1,3,Fantastic
273,273,1,4,Average
274,274,1,2,Fantastic
275,275,1,2,Bad
276,276,1,4,Bad
277,277,1,5,Nice
278,278,1,1,Not bad
279,279,1,4,Fantastic
280,280,1,3,Nice
281,281,1,4,Bad
282,282,1,4,Excellent
283,283,1,5,Bad
284,284,1,5,Poor
285,285,1,4,Fantastic
286,286,1,2,Excellent
287,287,1,3,Bad
288,288,1,1,Delicious
289,289,1,5,Fantastic
290,290,1,3,Nice
291,291,1,2,Nice
292,292,1,1,Average
293,293,1,3,Delicious
294,294,1,3,Excellent
295,295,1,2,Could be better
296,296,1,1,Poor
297,297,1,1,Fantastic
298,298,1,5,Poor
299,299,1,3,Good
300,300,1,3,Excellent
301,301,1,1,Could be better
302,302,1,1,Poor
303,303,1,3,Good
304,304,1,5,Not bad
305,305,1,1,Nice
306,306,1,2,Excellent
307,307,1,5,Could be better
308,308,1,1,Could be better
309,309,1,4,Nice
310,310,1,3,Not bad
311,311,1,5,Good
312,312,1,5,Delicious
313,313,1,5,Could be better
314,314,1,2,Bad
315,315,1,4,Good
316,316,1,2,Average
317,317,1,3,Could be better
318,318,1,5,Excellent
319,319,1,1,Good
320,320,1,1,Poor
321,321,1,5,Not bad
322,322,1,1,Could be better
323,323,1,5,Bad
324,324,1,4,Bad
325,325,1,4,Fantastic
326,326,1,4,Bad
327,327,1,4,Fantastic
328,328,1,3,Delicious
329,329,1,2,Bad
330,330,1,5,Poor
331,331,1,1,Bad
332,332,1,2,Fantastic
333,333,1,3,Could be better
334,334,1,2,Fantastic
335,335,1,4,Fantastic
336,336,1,1,Good
337,337,1,1,Good
338,338,1,4,Not bad
339,339,1,5,Could be better
340,340,1,3,Good
341,341,1,4,Could be better
342,342,1,4,Poor
343,343,1,1,Could be better
344,344,1,4,Excellent
345,345,1,3,Could be better
346,346,1,5,Bad
347,347,1,2,Not bad
348,348,1,3,Excellent
349,349,1,3,Average
350,350,1,4,Bad
351,351,1,5,Good
352,352,1,1,Good
353,353,1,3,Good
354,354,1,4,Average
355,355,1,4,Delicious
356,356,1,4,Excellent
357,357,1,4,Bad
358,358,1,5,Average
359,359,1,4,Fantastic
360,360,1,3,Not bad
361,361,1,1,Good
362,362,1,1,Could be better
363,363,1,4,Nice
364,364,1,2,Good
365,365,1,3,Excellent
366,366,1,1,Excellent
367,367,1,2,Not bad
368,368,1,1,Nice
369,369,1,1,Nice
370,370,1,4,Good
371,371,1,4,Average
372,372,1,2,Fantastic
373,373,1,5,Could be better
374,374,1,5,Bad
375,375,1,5,Nice
376,376,1,5,Excellent
377,377,1,1,Fantastic
378,378,1,1,Fantastic
379,379,1,2,Average
380,380,1,1,Delicious
381,381,1,2,Poor
382,382,1,3,Nice
383,383,1,1,Fantastic
384,384,1,2,Could be better
385,385,1,5,Good
386,386,1,4,Good
387,387,1,4,Poor
388,388,1,1,Average
389,389,1,2,Bad
390,390,1,1,Excellent
391,391,1,5,Not bad
392,392,1,3,Nice
393,393,1,3,Fantastic
394,394,1,4,Good
395,395,1,5,Excellent
396,396,1,3,Bad
397,397,1,3,Nice
398,398,1,5,Excellent
399,399,1,5,Bad
400,400,1,3,Could be better
401,401,1,3,Nice
402,402,1,5,Delicious
403,403,1,5,Fantastic
404,404,1,4,Fantastic
405,405,1,5,Not bad
406,406,1,4,Could be better
407,407,1,4,Bad
408,408,1,4,Could be better
409,409,1,5,Bad
410,410,1,5,Nice
411,411,1,4,Nice
412,412,1,2,Delicious
413,413,1,3,Delicious
414,414,1,3,Excellent
415,415,1,5,Not bad
416,416,1,5,Not bad
417,417,1,2,Fantastic
418,418,1,1,Not bad
419,419,1,2,Delicious
420,420,1,2,Bad
421,421,1,1,Not bad
422,422,1,3,Average
423,423,1,3,Could be better
424,424,1,5,Could be better
425,425,1,2,Bad
426,426,1,2,Not bad
427,427,1,3,Bad
428,428,1,3,Fantastic
429,429,1,3,Fantastic
430,430,1,3,Bad
431,431,1,5,Good
432,432,1,5,Average
433,433,1,3,Could be better
434,434,1,2,Poor
435,435,1,2,Could be better
436,436,1,5,Fantastic
437,437,1,2,Good
438,438,1,3,Poor
439,439,1,1,Could be better
440,440,1,3,Poor
441,441,1,4,Could be better
442,442,1,4,Could be better
443,443,1,2,Poor
444,444,1,5,Not bad
445,445,1,2,Good
446,446,1,4,Excellent
447,447,1,4,Nice
448,448,1,2,Good
449,449,1,1,Bad
450,450,1,2,Could be better
451,451,1,1,Delicious
452,452,1,3,Fantastic
453,453,1,1,Poor
454,454,1,4,Bad
455,455,1,3,Not bad
456,456,1,2,Fantastic
457,457,1,5,Nice
458,458,1,4,Poor
459,459,1,1,Not bad
460,460,1,3,Excellent
461,461,1,3,Average
462,462,1,4,Excellent
463,463,1,3,Could be better
464,464,1,3,Could be better
465,465,1,4,Bad
466,466,1,1,Good
467,467,1,1,Fantastic
468,468,1,2,Average
469,469,1,2,Good
470,470,1,4,Could be better
471,471,1,4,Fantastic
472,472,1,2,Nice
473,473,1,4,Delicious
474,474,1,3,Bad
475,475,1,2,Bad
476,476,1,1,Bad
477,477,1,1,Could be better
478,478,1,5,Average
479,479,1,1,Not bad
480,480,1,1,Average
481,481,1,4,Not bad
482,482,1,2,Good
483,483,1,1,Excellent
484,484,1,4,Average
485,485,1,4,Average
486,486,1,5,Excellent
487,487,1,2,Bad
488,488,1,2,Bad
489,489,1,1,Good
490,490,1,5,Delicious
491,491,1,3,Bad
492,492,1,5,Could be better
493,493,1,4,Not bad
494,494,1,5,Delicious
495,495,1,3,Excellent
496,496,1,4,Average
497,497,1,1,Delicious
498,498,1,4,Could be better
499,499,1,2,Fantastic
500,500,1,4,Fantastic
501,501,1,5,Excellent
502,502,1,5,Excellent
503,503,1,5,Nice
504,504,1,5,Excellent
505,505,1,2,Fantastic
506,506,1,3,Average
507,507,1,1,Good
508,508,1,5,Excellent
509,509,1,3,Delicious
510,510,1,1,Poor
511,511,1,1,Excellent
512,512,1,5,Nice
513,513,1,4,Nice
514,514,1,1,Could be better
515,515,1,4,Good
516,516,1,3,Fantastic
517,517,1,1,Average
518,518,1,4,Not bad
519,519,1,3,Delicious
520,520,1,2,Average
521,521,1,4,Not bad
522,522,1,4,Bad
523,523,1,4,Fantastic
524,524,1,5,Excellent
525,525,1,1,Fantastic
526,526,1,4,Not bad
527,527,1,4,Fantastic
528,528,1,4,Poor
529,529,1,3,Not bad
530,530,1,1,Average
531,531,1,4,Nice
532,532,1,3,Fantastic
533,533,1,1,Fantastic
534,534,1,1,Bad
535,535,1,1,Average
536,536,1,5,Could be better
537,537,1,1,Could be better
538,538,1,5,Poor
539,539,1,1,Not bad
540,540,1,4,Not bad
541,541,1,4,Poor
542,542,1,2,Could be better
543,543,1,3,Could be better
544,544,1,5,Bad
545,545,1,4,Excellent
546,546,1,2,Bad
547,547,1,2,Could be better
548,548,1,1,Delicious
549,549,1,2,Nice
550,550,1,4,Bad
551,551,1,5,Delicious
552,552,1,2,Delicious
553,553,1,5,Could be better
554,554,1,4,Poor
555,555,1,5,Good
556,556,1,3,Bad
557,557,1,2,Poor
558,558,1,1,Nice
559,559,1,5,Bad
560,560,1,5,Nice
561,561,1,4,Excellent
562,562,1,5,Bad
563,563,1,2,Not bad
564,564,1,5,Could be better
565,565,1,2,Poor
566,566,1,5,Could be better
567,567,1,2,Fantastic
568,568,1,3,Excellent
569,569,1,2,Good
570,570,1,5,Excellent
571,571,1,5,Excellent
572,572,1,1,Good
573,573,1,2,Delicious
574,574,1,1,Good
575,575,1,2,Fantastic
576,576,1,4,Good
577,577,1,1,Fantastic
578,578,1,2,Bad
579,579,1,5,Fantastic
580,580,1,5,Good
581,581,1,3,Excellent
582,582,1,1,Delicious
583,583,1,4,Poor
584,584,1,4,Not bad
585,585,1,2,Not bad
586,586,1,2,Not bad
587,587,1,4,Poor
588,588,1,2,Bad
589,589,1,1,Fantastic
590,1,2,5,Delicious
591,2,2,2,Could be better
592,3,2,4,Bad
593,4,2,3,Nice
594,5,2,3,Excellent
595,6,2,2,Poor
596,7,2,3,Nice
597,8,2,4,Poor
598,9,2,5,Average
599,10,2,2,Good
600,11,2,5,Good
601,12,2,4,Not bad
602,13,2,2,Average
603,14,2,3,Nice
604,15,2,1,Could be better
605,16,2,3,Not bad
606,17,2,1,Poor
607,18,2,3,Poor
608,19,2,2,Fantastic
609,20,2,5,Good
610,21,2,2,Fantastic
611,22,2,4,Delicious
612,23,2,1,Fantastic
613,24,2,5,Average
614,25,2,4,Could be better
615,26,2,1,Bad
616,27,2,1,Excellent
617,28,2,4,Fantastic
618,29,2,1,Bad
619,30,2,2,Fantastic
620,31,2,2,Excellent
621,32,2,2,Could be better
622,33,2,3,Good
623,34,2,5,Good
624,35,2,3,Average
625,36,2,3,Delicious
626,37,2,4,Not bad
627,38,2,5,Average
628,39,2,3,Bad
629,40,2,4,Delicious
630,41,2,5,Not bad
631,42,2,3,Good
632,43,2,5,Poor
633,44,2,2,Bad
634,45,2,4,Bad
635,46,2,3,Nice
636,47,2,3,Excellent
637,48,2,5,Average
638,49,2,4,Average
639,50,2,4,Fantastic
640,51,2,3,Poor
641,52,2,1,Excellent
642,53,2,4,Could be better
643,54,2,5,Excellent
644,55,2,2,Fantastic
645,56,2,3,Good
646,57,2,3,Good
647,58,2,3,Excellent
648,59,2,5,Not bad
649,60,2,4,Bad
650,61,2,3,Fantastic
651,62,2,3,Bad
652,63,2,5,Delicious
653,64,2,3,Nice
654,65,2,1,Poor
655,66,2,4,Bad
656,67,2,2,Excellent
657,68,2,3,Bad
658,69,2,4,Delicious
659,70,2,2,Delicious
660,71,2,5,Average
661,72,2,1,Excellent
662,73,2,4,Could be better
663,74,2,3,Nice
664,75,2,4,Fantastic
665,76,2,4,Excellent
666,77,2,3,Could be better
667,78,2,2,Excellent
668,79,2,1,Average
669,80,2,1,Good
670,81,2,3,Good
671,82,2,4,Nice
672,83,2,2,Could be better
673,84,2,5,Excellent
674,85,2,5,Poor
675,86,2,4,Delicious
676,87,2,3,Bad
677,88,2,1,Poor
678,89,2,4,Good
679,90,2,1,Average
680,91,2,4,Delicious
681,92,2,5,Average
682,93,2,2,Good
683,94,2,2,Nice
684,95,2,2,Nice
685,96,2,4,Excellent
686,97,2,3,Average
687,98,2,4,Nice
688,99,2,1,Not bad
689,100,2,4,Poor
690,101,2,1,Could be better
691,102,2,3,Fantastic
692,103,2,2,Not bad
693,104,2,2,Not bad
694,105,2,4,Could be better
695,106,2,2,Bad
696,107,2,4,Good
697,108,2,3,Good
698,109,2,1,Fantastic
699,110,2,5,Bad
700,111,2,1,Bad
701,112,2,5,Not bad
702,113,2,4,Nice
703,114,2,2,Poor
704,115,2,5,Delicious
705,116,2,3,Nice
706,117,2,2,Excellent
707,118,2,1,Could be better
708,119,2,4,Average
709,120,2,4,Average
710,121,2,5,Nice
711,122,2,3,Poor
712,123,2,3,Good
713,124,2,5,Nice
714,125,2,4,Excellent
715,126,2,2,Delicious
716,127,2,1,Fantastic
717,128,2,2,Nice
718,129,2,3,Bad
719,130,2,3,Fantastic
720,131,2,5,Fantastic
721,132,2,1,Nice
722,133,2,3,Not bad
723,134,2,1,Fantastic
724,135,2,1,Not bad
725,136,2,4,Delicious
726,137,2,1,Poor
727,138,2,4,Could be better
728,139,2,3,Not bad
729,140,2,1,Average
730,141,2,3,Excellent
731,142,2,4,Could be better
732,143,2,4,Could be better
733,144,2,1,Could be better
734,145,2,5,Not bad
735,146,2,2,Good
736,147,2,3,Delicious
737,148,2,1,Poor
738,149,2,4,Could be better
739,150,2,5,Fantastic
740,151,2,2,Good
741,152,2,2,Could be better
742,153,2,2,Excellent
743,154,2,3,Poor
744,155,2,2,Fantastic
745,156,2,3,Not bad
746,157,2,5,Excellent
747,158,2,3,Fantastic
748,159,2,2,Poor
749,160,2,3,Bad
750,161,2,2,Bad
751,162,2,3,Could be better
752,163,2,4,Poor
753,164,2,5,Excellent
754,165,2,5,Poor
755,166,2,3,Poor
756,167,2,4,Fantastic
757,168,2,5,Good
758,169,2,2,Good
759,170,2,4,Excellent
760,171,2,2,Could be better
761,172,2,5,Bad
762,173,2,4,Could be better
763,174,2,2,Not bad
764,175,2,4,Poor
765,176,2,5,Could be better
766,177,2,4,Excellent
767,178,2,2,Good
768,179,2,5,Poor
769,180,2,3,Good
770,181,2,4,Good
771,182,2,5,Average
772,183,2,4,Good
773,184,2,3,Not bad
774,185,2,2,Excellent
775,186,2,2,Average
776,187,2,1,Excellent
777,188,2,5,Excellent
778,189,2,3,Poor
779,190,2,3,Could be better
780,191,2,2,Excellent
781,192,2,3,Average
782,193,2,1,Bad
783,194,2,5,Poor
784,195,2,3,Excellent
785,196,2,4,Delicious
786,197,2,5,Good
787,198,2,4,Excellent
788,199,2,4,Not bad
789,200,2,4,Could be better
790,201,2,3,Nice
791,202,2,5,Average
792,203,2,1,Fantastic
793,204,2,4,Bad
794,205,2,4,Poor
795,206,2,2,Fantastic
796,207,2,1,Nice
797,208,2,4,Delicious
798,209,2,2,Not bad
799,210,2,1,Delicious
800,211,2,4,Good
801,212,2,3,Nice
802,213,2,1,Average
803,214,2,2,Average
804,215,2,3,Could be better
805,216,2,5,Average
806,217,2,4,Poor
807,218,2,2,Poor
808,219,2,2,Fantastic
809,220,2,3,Excellent
810,221,2,4,Excellent
811,222,2,3,Delicious
812,223,2,1,Excellent
813,224,2,2,Excellent
814,225,2,2,Excellent
815,226,2,5,Good
816,227,2,1,Nice
817,228,2,3,Could be better
818,229,2,1,Excellent
819,230,2,1,Could be better
820,231,2,2,Could be better
821,232,2,3,Could be better
822,233,2,5,Delicious
823,234,2,5,Not bad
824,235,2,3,Could be better
825,236,2,4,Average
826,237,2,5,Could be better
827,238,2,3,Average
828,239,2,1,Excellent
829,240,2,3,Fantastic
830,241,2,4,Poor
831,242,2,5,Bad
832,243,2,2,Bad
833,244,2,2,Could be better
834,245,2,4,Excellent
835,246,2,2,Delicious
836,247,2,1,Fantastic
837,248,2,1,Not bad
838,249,2,4,Poor
839,250,2,4,Average
840,251,2,5,Average
841,252,2,5,Good
842,253,2,5,Bad
843,254,2,3,Average
844,255,2,2,Nice
845,256,2,3,Good
846,257,2,1,Could be better
847,258,2,2,Average
848,259,2,3,Excellent
849,260,2,3,Good
850,261,2,5,Excellent
851,262,2,1,Nice
852,263,2,4,Bad
853,264,2,3,Excellent
854,265,2,3,Excellent
855,266,2,2,Delicious
856,267,2,5,Average
857,268,2,3,Good
858,269,2,5,Excellent
859,270,2,4,Good
860,271,2,4,Fantastic
861,272,2,3,Bad
862,273,2,1,Nice
863,274,2,4,Nice
864,275,2,4,Average
865,276,2,2,Nice
866,277,2,3,Bad
867,278,2,3,Nice
868,279,2,4,Could be better
869,280,2,3,Average
870,281,2,5,Bad
871,282,2,5,Good
872,283,2,3,Excellent
873,284,2,5,Poor
874,285,2,3,Bad
875,286,2,3,Excellent
876,287,2,1,Poor
877,288,2,5,Poor
878,289,2,3,Bad
879,290,2,2,Fantastic
880,291,2,5,Excellent
881,292,2,2,Poor
882,293,2,2,Nice
883,294,2,4,Good
884,295,2,3,Average
885,296,2,1,Could be better
886,297,2,2,Fantastic
887,298,2,2,Not bad
888,299,2,2,Could be better
889,300,2,1,Poor
890,301,2,5,Good
891,302,2,1,Not bad
892,303,2,5,Bad
893,304,2,4,Not bad
894,305,2,4,Average
895,306,2,3,Delicious
896,307,2,5,Not bad
897,308,2,5,Delicious
898,309,2,3,Delicious
899,310,2,4,Nice
900,311,2,2,Good
901,312,2,3,Not bad
902,313,2,5,Poor
903,314,2,1,Poor
904,315,2,4,Good
905,316,2,2,Average
906,317,2,5,Nice
907,318,2,4,Delicious
908,319,2,5,Delicious
909,320,2,4,Nice
910,321,2,2,Good
911,322,2,1,Excellent
912,323,2,1,Average
913,324,2,4,Could be better
914,325,2,1,Fantastic
915,326,2,2,Not bad
916,327,2,4,Nice
917,328,2,2,Nice
918,329,2,3,Good
919,330,2,5,Good
920,331,2,3,Not bad
921,332,2,2,Not bad
922,333,2,1,Not bad
923,334,2,3,Fantastic
924,335,2,2,Not bad
925,336,2,4,Could be better
926,337,2,4,Bad
927,338,2,2,Excellent
928,339,2,1,Poor
929,340,2,3,Average
930,341,2,3,Nice
931,342,2,4,Fantastic
932,343,2,2,Delicious
933,344,2,4,Could be better
934,345,2,5,Good
935,346,2,5,Average
936,347,2,1,Not bad
937,348,2,2,Good
938,349,2,1,Fantastic
939,350,2,5,Could be better
940,351,2,1,Not bad
941,352,2,2,Bad
942,353,2,1,Nice
943,354,2,3,Delicious
944,355,2,5,Bad
945,356,2,4,Delicious
946,357,2,5,Bad
947,358,2,3,Not bad
948,359,2,3,Delicious
949,360,2,1,Poor
950,361,2,1,Fantastic
951,362,2,3,Bad
952,363,2,1,Good
953,364,2,4,Bad
954,365,2,3,Bad
955,366,2,3,Average
956,367,2,5,Good
957,368,2,4,Could be better
958,369,2,5,Not bad
959,370,2,1,Poor
960,371,2,2,Not bad
961,372,2,3,Bad
962,373,2,5,Fantastic
963,374,2,4,Bad
964,375,2,2,Poor
965,376,2,4,Nice
966,377,2,4,Poor
967,378,2,5,Bad
968,379,2,3,Bad
969,380,2,3,Good
970,381,2,2,Bad
971,382,2,4,Poor
972,383,2,3,Good
973,384,2,1,Could be better
974,385,2,3,Could be better
975,386,2,4,Could be better
976,387,2,4,Average
977,388,2,1,Not bad
978,389,2,2,Good
979,390,2,3,Good
980,391,2,4,Not bad
981,392,2,5,Good
982,393,2,4,Could be better
983,394,2,2,Nice
984,395,2,3,Delicious
985,396,2,4,Nice
986,397,2,2,Average
987,398,2,3,Could be better
988,399,2,2,Bad
989,400,2,5,Could be better
990,401,2,1,Excellent
991,402,2,2,Good
992,403,2,1,Excellent
993,404,2,3,Delicious
994,405,2,1,Excellent
995,406,2,4,Delicious
996,407,2,3,Fantastic
997,408,2,1,Good
998,409,2,1,Fantastic
999,410,2,5,Excellent
1000,411,2,1,Poor
1001,412,2,4,Bad
1002,413,2,2,Poor
1003,414,2,5,Good
1004,415,2,2,Poor
1005,416,2,1,Delicious
1006,417,2,5,Fantastic
1007,418,2,5,Average
1008,419,2,1,Average
1009,420,2,3,Poor
1010,421,2,4,Delicious
1011,422,2,4,Delicious
1012,423,2,2,Could be better
1013,424,2,4,Bad
1014,425,2,3,Nice
1015,426,2,1,Nice
1016,427,2,3,Nice
1017,428,2,4,Bad
1018,429,2,1,Not bad
1019,430,2,2,Good
1020,431,2,4,Poor
1021,432,2,1,Could be better
1022,433,2,2,Excellent
1023,434,2,4,Poor
1024,435,2,4,Could be better
1025,436,2,2,Good
1026,437,2,3,Bad
1027,438,2,1,Excellent
1028,439,2,2,Delicious
1029,440,2,1,Delicious
1030,441,2,4,Could be better
1031,442,2,5,Good
1032,443,2,5,Not bad
1033,444,2,5,Average
1034,445,2,4,Bad
1035,446,2,3,Bad
1036,447,2,3,Nice
1037,448,2,2,Nice
1038,449,2,3,Nice
1039,450,2,3,Nice
1040,451,2,3,Average
1041,452,2,2,Fantastic
1042,453,2,2,Bad
1043,454,2,5,Nice
1044,455,2,1,Excellent
1045,456,2,4,Excellent
1046,457,2,2,Delicious
1047,458,2,2,Good
1048,459,2,3,Fantastic
1049,460,2,1,Poor
1050,461,2,4,Nice
1051,462,2,2,Not bad
1052,463,2,3,Fantastic
1053,464,2,1,Good
1054,465,2,1,Not bad
1055,466,2,4,Could be better
1056,467,2,3,Average
1057,468,2,5,Excellent
1058,469,2,4,Delicious
1059,470,2,3,Delicious
1060,471,2,4,Poor
1061,472,2,3,Not bad
1062,473,2,2,Could be better
1063,474,2,1,Delicious
1064,475,2,2,Fantastic
1065,476,2,3,Good
1066,477,2,5,Could be better
1067,478,2,4,Average
1068,479,2,5,Poor
1069,480,2,1,Delicious
1070,481,2,1,Poor
1071,482,2,1,Not bad
1072,483,2,1,Could be better
1073,484,2,5,Nice
1074,485,2,5,Could be better
1075,486,2,1,Not bad
1076,487,2,5,Delicious
1077,488,2,4,Bad
1078,489,2,5,Excellent
1079,490,2,3,Could be better
1080,491,2,5,Not bad
1081,492,2,5,Poor
1082,493,2,1,Nice
1083,494,2,4,Bad
1084,495,2,3,Good
1085,496,2,1,Poor
1086,497,2,5,Good
1087,498,2,2,Fantastic
1088,499,2,5,Excellent
1089,500,2,2,Nice
1090,501,2,2,Could be better
1091,502,2,2,Fantastic
1092,503,2,5,Fantastic
1093,504,2,2,Bad
1094,505,2,1,Good
1095,506,2,1,Delicious
1096,507,2,1,Delicious
1097,508,2,4,Poor
1098,509,2,1,Could be better
1099,510,2,2,Not bad
1100,511,2,5,Average
1101,512,2,2,Could be better
1102,513,2,3,Excellent
1103,514,2,1,Nice
1104,515,2,5,Bad
1105,516,2,1,Fantastic
1106,517,2,3,Not bad
1107,518,2,3,Poor
1108,519,2,1,Fantastic
1109,520,2,5,Not bad
1110,521,2,2,Fantastic
1111,522,2,4,Could be better
1112,523,2,1,Nice
1113,524,2,4,Not bad
1114,525,2,5,Poor
1115,526,2,5,Delicious
1116,527,2,2,Nice
